API WELL NUMBER,Nearest_SWIW_km
34167203140000,"85    342.297294
Name: geometry, dtype: float64"
34167203160000,"85    340.431098
Name: geometry, dtype: float64"
34167203170000,"85    375.186627
Name: geometry, dtype: float64"
34167203310000,"85    382.232432
Name: geometry, dtype: float64"
34167203370000,"85    339.798126
Name: geometry, dtype: float64"
34167203460000,"85    332.17828
Name: geometry, dtype: float64"
34167203560000,"85    360.636752
Name: geometry, dtype: float64"
34167203670000,"85    342.686375
Name: geometry, dtype: float64"
34167203750000,"85    377.641525
Name: geometry, dtype: float64"
34167203810000,"85    358.851972
Name: geometry, dtype: float64"
34167204130000,"85    376.402764
Name: geometry, dtype: float64"
34167204150000,"85    377.288436
Name: geometry, dtype: float64"
34167240670000,"85    336.753285
Name: geometry, dtype: float64"
34167240720000,"85    341.768964
Name: geometry, dtype: float64"
34167240750000,"85    340.54379
Name: geometry, dtype: float64"
34167240770000,"85    342.501769
Name: geometry, dtype: float64"
34167240820000,"85    367.973713
Name: geometry, dtype: float64"
34167240920000,"85    339.6256
Name: geometry, dtype: float64"
34167240930000,"85    339.452163
Name: geometry, dtype: float64"
34167208400000,"85    376.541719
Name: geometry, dtype: float64"
34167208410000,"85    375.373852
Name: geometry, dtype: float64"
34167208630000,"85    380.874865
Name: geometry, dtype: float64"
34167208770000,"85    376.634283
Name: geometry, dtype: float64"
34167208790000,"85    376.546703
Name: geometry, dtype: float64"
34167208920000,"85    374.604786
Name: geometry, dtype: float64"
34167209000000,"85    378.120761
Name: geometry, dtype: float64"
34167209130000,"85    314.916752
Name: geometry, dtype: float64"
34167209320000,"85    340.876313
Name: geometry, dtype: float64"
34167209380000,"85    380.995763
Name: geometry, dtype: float64"
34167209400000,"85    374.409593
Name: geometry, dtype: float64"
34167209450000,"85    345.542781
85    345.542781
Name: geometry, dtype: float64"
34167209580000,"85    378.977885
Name: geometry, dtype: float64"
34167209600000,"85    368.257602
Name: geometry, dtype: float64"
34167209650000,"85    380.921963
Name: geometry, dtype: float64"
34167209830000,"85    356.424472
Name: geometry, dtype: float64"
34167209840000,"85    341.286316
Name: geometry, dtype: float64"
34167209870000,"85    344.659355
85    344.659355
Name: geometry, dtype: float64"
34167209960000,"85    376.088054
Name: geometry, dtype: float64"
34167209970000,"85    349.836196
Name: geometry, dtype: float64"
34167210020000,"85    340.273013
Name: geometry, dtype: float64"
34167210090000,"85    368.148361
Name: geometry, dtype: float64"
34167210440000,"85    342.669687
Name: geometry, dtype: float64"
34167210490000,"85    381.003561
Name: geometry, dtype: float64"
34167210510000,"85    368.35011
Name: geometry, dtype: float64"
34167210540000,"85    349.558991
Name: geometry, dtype: float64"
34167210580000,"85    340.539469
Name: geometry, dtype: float64"
34167240950000,"85    339.193407
Name: geometry, dtype: float64"
34167240970000,"85    328.490082
Name: geometry, dtype: float64"
34167240990000,"85    331.36324
Name: geometry, dtype: float64"
34167241000000,"85    362.053642
Name: geometry, dtype: float64"
34167241020000,"85    325.136966
Name: geometry, dtype: float64"
34167241080000,"85    338.983187
85    338.983187
Name: geometry, dtype: float64"
34167241130000,"85    340.684983
Name: geometry, dtype: float64"
34167241160000,"85    342.890774
Name: geometry, dtype: float64"
34167241190000,"85    339.98707
Name: geometry, dtype: float64"
34167241210000,"85    342.753666
Name: geometry, dtype: float64"
34167241240000,"85    336.521752
Name: geometry, dtype: float64"
34167241270000,"85    339.579436
Name: geometry, dtype: float64"
34167241300000,"85    328.021421
Name: geometry, dtype: float64"
34167241320000,"85    325.051225
Name: geometry, dtype: float64"
34167241330000,"85    361.773351
Name: geometry, dtype: float64"
34167241390000,"85    341.453063
Name: geometry, dtype: float64"
34167241410000,"85    357.843212
Name: geometry, dtype: float64"
34167241550000,"85    362.667201
Name: geometry, dtype: float64"
34167241670000,"85    337.620368
Name: geometry, dtype: float64"
34167241690000,"85    362.097858
Name: geometry, dtype: float64"
34167241720000,"85    335.292666
Name: geometry, dtype: float64"
34167241730000,"85    362.171257
Name: geometry, dtype: float64"
34167241740000,"85    362.536579
Name: geometry, dtype: float64"
34167241820000,"85    361.766
Name: geometry, dtype: float64"
34167241830000,"85    333.972661
Name: geometry, dtype: float64"
34167241840000,"85    365.730739
Name: geometry, dtype: float64"
34167241850000,"85    357.505385
Name: geometry, dtype: float64"
34167241920000,"85    359.45433
Name: geometry, dtype: float64"
34167242010000,"85    328.979885
Name: geometry, dtype: float64"
34167242040000,"85    358.339775
Name: geometry, dtype: float64"
34167242050000,"85    358.01179
Name: geometry, dtype: float64"
34167242060000,"85    341.300997
Name: geometry, dtype: float64"
34167242080000,"85    348.789912
Name: geometry, dtype: float64"
34167242110000,"85    344.786088
Name: geometry, dtype: float64"
34167242130000,"85    337.68014
Name: geometry, dtype: float64"
34167242140000,"85    338.623999
Name: geometry, dtype: float64"
34167242180000,"85    359.655476
Name: geometry, dtype: float64"
34167210930000,"85    381.793018
Name: geometry, dtype: float64"
34167210960000,"85    343.440552
Name: geometry, dtype: float64"
34167211040000,"85    342.411213
Name: geometry, dtype: float64"
34167211700000,"85    381.151258
Name: geometry, dtype: float64"
34167211720000,"85    347.663855
Name: geometry, dtype: float64"
34167211880000,"85    380.603998
Name: geometry, dtype: float64"
34167211950000,"85    347.783567
Name: geometry, dtype: float64"
34167211960000,"85    340.980469
Name: geometry, dtype: float64"
34167211990000,"85    368.651972
Name: geometry, dtype: float64"
34167212120000,"85    382.596461
Name: geometry, dtype: float64"
34167212270000,"85    382.578079
Name: geometry, dtype: float64"
34167212320000,"85    342.042867
Name: geometry, dtype: float64"
34167212360000,"85    374.425376
Name: geometry, dtype: float64"
34167212590000,"85    342.24716
Name: geometry, dtype: float64"
34167212600000,"85    341.694355
Name: geometry, dtype: float64"
34167212780000,"85    337.924016
Name: geometry, dtype: float64"
34167212930000,"85    370.848891
Name: geometry, dtype: float64"
34167213250000,"85    341.08499
Name: geometry, dtype: float64"
34167213310000,"85    342.613805
Name: geometry, dtype: float64"
34167213320000,"85    378.084952
Name: geometry, dtype: float64"
34167219790000,"85    371.930381
Name: geometry, dtype: float64"
34167220080000,"85    369.650655
Name: geometry, dtype: float64"
34167220090000,"85    365.533604
Name: geometry, dtype: float64"
34167220110000,"85    358.893714
Name: geometry, dtype: float64"
34167220120000,"85    361.118544
Name: geometry, dtype: float64"
34167220140000,"85    365.165759
Name: geometry, dtype: float64"
34167220160000,"85    353.022884
Name: geometry, dtype: float64"
34167220200000,"85    361.987078
Name: geometry, dtype: float64"
34167220240000,"85    358.770119
Name: geometry, dtype: float64"
34167220250000,"85    359.473902
Name: geometry, dtype: float64"
34167241180000,"85    337.634732
Name: geometry, dtype: float64"
34167241260000,"85    332.544664
Name: geometry, dtype: float64"
34167241280000,"85    329.334954
Name: geometry, dtype: float64"
34167241290000,"85    329.128572
Name: geometry, dtype: float64"
34167241380000,"85    325.514416
Name: geometry, dtype: float64"
34167241400000,"85    336.763069
Name: geometry, dtype: float64"
34167241450000,"85    333.279034
Name: geometry, dtype: float64"
34167241470000,"85    331.977972
Name: geometry, dtype: float64"
34167241490000,"85    326.928552
Name: geometry, dtype: float64"
34167241590000,"85    323.256061
Name: geometry, dtype: float64"
34167241680000,"85    334.832421
Name: geometry, dtype: float64"
34167241700000,"85    329.801998
Name: geometry, dtype: float64"
34167242000000,"85    330.843237
Name: geometry, dtype: float64"
34167242030000,"85    332.568796
Name: geometry, dtype: float64"
34167242200000,"85    328.200351
Name: geometry, dtype: float64"
34167242210000,"85    317.88247
Name: geometry, dtype: float64"
34167242330000,"85    337.730748
Name: geometry, dtype: float64"
34167242350000,"85    326.977335
Name: geometry, dtype: float64"
34167214770000,"85    360.516639
Name: geometry, dtype: float64"
34167214780000,"85    348.701725
Name: geometry, dtype: float64"
34167214810000,"85    356.728195
Name: geometry, dtype: float64"
34167214840000,"85    358.809112
Name: geometry, dtype: float64"
34167214870000,"85    348.600138
Name: geometry, dtype: float64"
34167214910000,"85    355.233413
Name: geometry, dtype: float64"
34167214950000,"85    367.639748
Name: geometry, dtype: float64"
34167215160000,"85    348.631709
Name: geometry, dtype: float64"
34167213730000,"85    358.511803
Name: geometry, dtype: float64"
34167213920000,"85    358.059682
Name: geometry, dtype: float64"
34167213940000,"85    343.244092
Name: geometry, dtype: float64"
34167213960000,"85    313.751626
Name: geometry, dtype: float64"
34167214120000,"85    372.198813
Name: geometry, dtype: float64"
34167214510000,"85    338.549563
Name: geometry, dtype: float64"
34167214650000,"85    370.770093
85    370.770093
Name: geometry, dtype: float64"
34167214760000,"85    374.541884
Name: geometry, dtype: float64"
34167214850000,"85    365.665855
Name: geometry, dtype: float64"
34167242190000,"85    342.894238
Name: geometry, dtype: float64"
34167242250000,"85    366.263644
Name: geometry, dtype: float64"
34167242340000,"85    343.511523
Name: geometry, dtype: float64"
34167242360000,"85    358.204704
Name: geometry, dtype: float64"
34167242370000,"85    340.050293
Name: geometry, dtype: float64"
34167242380000,"85    336.670807
Name: geometry, dtype: float64"
34167242450000,"85    343.171152
Name: geometry, dtype: float64"
34167242470000,"85    358.893857
Name: geometry, dtype: float64"
34167242540000,"85    326.799531
Name: geometry, dtype: float64"
34167242550000,"85    335.850115
Name: geometry, dtype: float64"
34167242590000,"85    360.315334
Name: geometry, dtype: float64"
34167242600000,"85    359.165492
Name: geometry, dtype: float64"
34167242610000,"85    360.418029
Name: geometry, dtype: float64"
34167242700000,"85    336.707319
Name: geometry, dtype: float64"
34167242710000,"85    343.469915
Name: geometry, dtype: float64"
34167242720000,"85    359.702329
Name: geometry, dtype: float64"
34167215200000,"85    328.944974
Name: geometry, dtype: float64"
34167215230000,"85    356.108841
Name: geometry, dtype: float64"
34167215430000,"85    367.833924
Name: geometry, dtype: float64"
34167215480000,"85    329.112367
Name: geometry, dtype: float64"
34167215500000,"85    349.066048
Name: geometry, dtype: float64"
34167215530000,"85    323.227297
Name: geometry, dtype: float64"
34167215590000,"85    359.487681
Name: geometry, dtype: float64"
34167215620000,"85    323.232408
Name: geometry, dtype: float64"
34167215650000,"85    367.83823
Name: geometry, dtype: float64"
34167215730000,"85    364.702621
Name: geometry, dtype: float64"
34167216060000,"85    367.678197
Name: geometry, dtype: float64"
34167216080000,"85    359.330928
Name: geometry, dtype: float64"
34167216180000,"85    349.675617
Name: geometry, dtype: float64"
34167216210000,"85    364.876668
Name: geometry, dtype: float64"
34167216260000,"85    350.941929
Name: geometry, dtype: float64"
34167216280000,"85    329.324539
Name: geometry, dtype: float64"
34167216440000,"85    344.832962
Name: geometry, dtype: float64"
34167216450000,"85    372.126846
Name: geometry, dtype: float64"
34167216460000,"85    351.225594
Name: geometry, dtype: float64"
34167216470000,"85    364.776129
Name: geometry, dtype: float64"
34167216700000,"85    364.719001
Name: geometry, dtype: float64"
34167216710000,"85    360.845949
Name: geometry, dtype: float64"
34167216720000,"85    364.775579
Name: geometry, dtype: float64"
34167216740000,"85    364.77241
Name: geometry, dtype: float64"
34167216780000,"85    372.488216
Name: geometry, dtype: float64"
34167216790000,"85    356.969749
Name: geometry, dtype: float64"
34167216950000,"85    329.233957
Name: geometry, dtype: float64"
34167217120000,"85    364.799966
Name: geometry, dtype: float64"
34167217300000,"85    351.099718
Name: geometry, dtype: float64"
34167217360000,"85    360.835683
Name: geometry, dtype: float64"
34167217390000,"85    348.959605
Name: geometry, dtype: float64"
34167217420000,"85    372.255283
Name: geometry, dtype: float64"
34167217440000,"85    364.649287
Name: geometry, dtype: float64"
34167217450000,"85    372.498229
Name: geometry, dtype: float64"
34167220280000,"85    355.683254
Name: geometry, dtype: float64"
34167220340000,"85    308.981923
Name: geometry, dtype: float64"
34167220350000,"85    358.868015
Name: geometry, dtype: float64"
34167220380000,"85    372.556256
Name: geometry, dtype: float64"
34167242730000,"85    329.419264
Name: geometry, dtype: float64"
34167242750000,"85    341.441265
Name: geometry, dtype: float64"
34167242820000,"85    329.21313
Name: geometry, dtype: float64"
34167242830000,"85    327.516066
Name: geometry, dtype: float64"
34167242850000,"85    375.067279
Name: geometry, dtype: float64"
34167242920000,"85    339.127653
Name: geometry, dtype: float64"
34167242930000,"85    360.045876
Name: geometry, dtype: float64"
34167242940000,"85    359.669796
Name: geometry, dtype: float64"
34167242950000,"85    359.730062
Name: geometry, dtype: float64"
